"Item Name","Level","Description","Gil","Stock","Rate"
"aquan earring","50","[Ear] All Races

LV 50 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","150000","3","0"
"aquan slayer","65","[Main] All Races
DPS: 811 
LV 65 BLU","60000","1","0.0128589"
"aquasoul ring","90","[Finger] All Races

LV 90 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","2","1.35781"
"aqueous orichalcum ingot","0","","10000","3","0"
"aqueous orichalcum ingot x12","0","","0","","0"
"aquilaria log","0","","1000","2","2.47494"
"aquilaria log x12","0","","0","0",""
"Aquilo's ring","80","[Finger] All Races

LV 80 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","2","0.170996"
"Aquilo's staff","51","[Main] All Races
DPS: 590 
LV 51 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","0","4.59061"
"Arachne obi","66","[Waist] All Races

LV 66 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","5000","1","0.0164795"
"Arachne obi +1","66","[Waist] All Races

LV 66 MNK WHM BLM RDM PLD BRD RNG SMN BLU PUP SCH GEO RUN","75000","0","0.00995899"
"Arachne web","0","","5000","0","3.18692"
"Arachne web x12","0","","140000","0",""
"arakan samue","67","[Body] All Races

LV 67 MNK","50000","0","0.156331"
"Aramis's rapier","59","[Main] All Races
DPS: 891 
LV 59 RDM","20000","0","0.0341529"
"arbalest","50","[Ranged] All Races
DPS: 604 
LV 50 WAR THF DRK RNG","15000","3","0.0750713"
"arbalest +1","50","[Ranged] All Races
DPS: 643 
LV 50 WAR THF DRK RNG","20000","1","0.357386"
"arborist nails","72","[Feet] All Races

LV 72 WHM BLM RDM BRD SMN BLU PUP SCH GEO RUN","30000","0","0.0829123"
"arcana breaker","54","[Main] All Races
DPS: 630 
LV 54 WHM GEO","3000","1","0.193775"
"arcana earring","50","[Ear] All Races

LV 50 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","2","0"
"Arcanabane","59","[Main] All Races
DPS: 848 
LV 59 WAR DRK BST RNG RUN","10000","0","0.0142362"
"arcane flowerpot","0","","50000","3","0.265679"
"Archalaus's pole","60","[Main] All Races
DPS: 716 
LV 60 SMN","30000","0","0.0148101"
"archer's knife","28","[Main] All Races
DPS: 338 
LV 28 WAR THF PLD DRK BRD RNG SAM NIN DRG COR PUP DNC","30000","9","2.2355"
"archer's ring","30","[Finger] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","1","0.419676"
"arco de velocidad","71","[Ranged] All Races
DPS: 560 
LV 71 WAR RDM THF PLD DRK BST RNG SAM NIN","40000","2","0.0552541"
"arctier's torque","80","[Neck] All Races

LV 80 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","3","1.96081"
"ardent earring","40","[Ear] All Races

LV 40 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","0.0698402"
"ardent jadeite","0","","2000","0","0"
"ardent jadeite x12","0","","64005","0","0"
"ardor pendant","79","[Neck] All Races

LV 79 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","90000","1","0.0738024"
"Areion's Gamashes","86","[Feet] All Races

LV 86 MNK THF RNG NIN BLU COR DNC RUN","10000","1","0.365737"
"arete del sol","71","[Ear] All Races

LV 71 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","35000","3","0.153357"
"arewe ring","80","[Finger] All Races

LV 80 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","1.13894"
"arewe ring +1","80","[Finger] All Races

LV 80 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","0","0.527307"
"argent coat","40","[Body] Males

LV 40 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","40000","0","0.158407"
"argent dagger","72","[Main] All Races
DPS: 660 
LV 72 BLM SMN SCH GEO","10000","0","0.0193356"
"argent hose","40","[Legs] Males

LV 40 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","1","0.0401275"
"argos shield","90","[Sub] All Races

LV 90 WAR PLD DRK","10000","1","0.465628"
"arhat's gi","64","[Body] All Races

LV 64 MNK SAM NIN","40000","1","0.969162"
"arhat's gi +1","64","[Body] All Races

LV 64 MNK SAM NIN","90000","2","0.167726"
"arhat's hakama","64","[Legs] All Races

LV 64 MNK SAM NIN","26500","0","0.744914"
"arhat's hakama +1","64","[Legs] All Races

LV 64 MNK SAM NIN","40000","0","0.116707"
"arhat's jinpachi","63","[Head] All Races

LV 63 MNK SAM NIN","10000","6","0.317169"
"arhat's jinpachi +1","63","[Head] All Races

LV 63 MNK SAM NIN","50000","2","0.116269"
"arhat's sune-ate","63","[Feet] All Races

LV 63 MNK SAM NIN","10000","0","0.0962036"
"arhat's sune-ate +1","63","[Feet] All Races

LV 63 MNK SAM NIN","20000","0","0.0775887"
"arhat's tekko","63","[Hands] All Races

LV 63 MNK SAM NIN","14500","0","0.0637776"
"arhat's tekko +1","63","[Hands] All Races

LV 63 MNK SAM NIN","60000","0","0.0461877"
"Arioch fang","0","","1000","1","0"
"Arioch fang x12","0","","0","",""
"aristo belt","80","[Waist] All Races

LV 80 MNK WHM RDM THF BST BRD RNG SAM NIN BLU COR DNC RUN","1000","0","0.89391"
"aristocrat's coat","68","[Body] All Races

LV 68 WHM","300000","0","0.247826"
"aristocrat's crown","66","[Head] All Races

LV 66 WHM","70000","0","0.0109671"
"aristocrat's mitts","67","[Hands] All Races

LV 67 WHM","100000","0","0"
"aristocrat's pumps","67","[Feet] All Races

LV 67 WHM","300551","0","0"
"aristocrat's slacks","68","[Legs] All Races

LV 68 WHM","150000","0","0"
"armbrust","58","[Ranged] All Races
DPS: 708 
LV 58 WAR THF DRK RNG","30000","0","0.0219332"
"armiger's lace","9","[Neck] All Races

LV 9 WAR RDM PLD DRK BST RNG SAM DRG BLU RUN","3000","1","0.770833"
"armoire","0","","10000","0","0.566819"
"armor box","0","","3501","1","2.20696"
"armor plate","0","","10000","4","0.121852"
"armor plate II","0","","20000","0","1.08309"
"armor plate II x12","0","","6500","0","0"
"armor plate x12","0","","90000","0","0"
"armored dragonhorn","0","","5000","0","1.17893"
"armored pisces","0","","9000","0","6.61582"
"armored ring","14","[Finger] All Races

LV 14 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.0312082"
"army biscuit","0","","1","1","0"
"army biscuit x99","0","","15000","0","0"
"arnica root","0","","1000","1","0.0559427"
"arnica root x12","0","","0","0",""
"arquebus","22","[Ranged] All Races
DPS: 180 
LV 22 RNG","30000","0","0.0173598"
"arquebus +1","22","[Ranged] All Races
DPS: 196 
LV 22 RNG","70000","0","0"
"arrowwood log","0","","300","4","1.56913"
"arrowwood log x12","0","","1000","5",""
"Artemis's medal","77","[Neck] All Races

LV 77 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.38388"
"Artemis's wand","25","[Main] All Races
DPS: 250 
LV 25 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","1","0.0167457"
"artful belt","96","[Waist] All Races

LV 96 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","1","0.306156"
"artful belt +1","96","[Waist] All Races

LV 96 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","800000","0","0"
"artificial lens","0","","3000","3","0.758365"
"artificial lens x12","0","","20000","1",""
"arvina ringlet","98","[Finger] All Races

LV 98 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","1","0.517537"
"asbestos mitts","6","[Hands] All Races

LV 6 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","0.0204371"
"ascetic's ring","1","[Finger] All Races

LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1000","0","1.2153"
"ash clogs","1","[Feet] All Races

LV 1 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","1000","1","0.675976"
"ash clogs +1","1","[Feet] All Races

LV 1 MNK WHM BLM RDM THF DRK BRD RNG SMN BLU COR PUP DNC SCH GEO RUN","2000","0","0.0158801"
"ash club","1","[Main] All Races
DPS: 91 
LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000","0","0.745718"
"ash club +1","1","[Main] All Races
DPS: 117 
LV 1 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.283036"
"ash log","0","","1000","2","2.30622"
"ash log x12","0","","3000","0",""
"ash pole","5","[Main] All Races
DPS: 164 
LV 5 MNK WHM BLM SMN SCH GEO","3000","1","0.464174"
"ash pole +1","5","[Main] All Races
DPS: 185 
LV 5 MNK WHM BLM SMN SCH GEO","10000","0","0.415269"
"ash staff","1","[Main] All Races
DPS: 82 
LV 1 WAR MNK WHM BLM RDM BST BRD SMN SCH GEO","1000","1","1.98927"
"ash staff +1","1","[Main] All Races
DPS: 101 
LV 1 WAR MNK WHM BLM RDM BST BRD SMN SCH GEO","30000","0","0.471819"
"ashigaru earring","30","[Ear] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.0186791"
"ashigaru mantle","30","[Back] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0"
"ashigaru targe","30","[Sub] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","30000","0","0.0199028"
"ashura","36","[Main] All Races
DPS: 643 
LV 36 SAM NIN","10000","1","1.57055"
"ashura +1","36","[Main] All Races
DPS: 678 
LV 36 SAM NIN","50000","0","0.0373593"
"Ashura necklace","54","[Neck] All Races

LV 54 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","0.481872"
"asphodel","0","","1000","0","0.020398"
"asphodel x12","0","","4000","0","0.0175305"
"aspis","9","[Sub] All Races

LV 9 WAR RDM PLD BST SAM","2000","0","1.28317"
"aspis +1","9","[Sub] All Races

LV 9 WAR RDM PLD BST SAM","10000","0","0.241417"
"assailant's axe","5","[Main] All Races
DPS: 226 
LV 5 WAR DRK RUN","10000","0","0"
"assailant's ring","42","[Finger] All Races

LV 42 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","1","0.439005"
"assassin's bow","29","[Ranged] All Races
DPS: 382 
LV 29 RNG","10000","2","0.0658218"
"assault breastplate","75","[Body] All Races

LV 75 WAR PLD DRK BST SAM","100000","1","0.0273407"
"assault earring","58","[Ear] All Races

LV 58 WAR PLD DRK BST DRG","100000","3","0.729578"
"astaroth cane","27","[Main] All Races
DPS: 230 
LV 27 WAR MNK WHM BLM RDM BST BRD SMN SCH GEO","20000","0","0.629643"
"astragalos","50","[Ammo] All Races
DPS: 696 
LV 50 WAR MNK WHM BLM THF DRK BST BRD RNG NIN DRG SMN","10000","20","2.45058"
"astragalos x99","50","[Ammo] All Races
DPS: 696 
LV 50 WAR MNK WHM BLM THF DRK BST BRD RNG NIN DRG SMN","40000","0","0"
"astral earring","45","[Ear] All Races

LV 45 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","3","0.917863"
"astral ring","10","[Finger] All Races

LV 10 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","80000","0","1.0087"
"astral rope","51","[Waist] All Races

LV 51 WAR MNK RDM THF PLD DRK BST BRD SAM NIN DRG BLU COR DNC RUN","10000","2","0.0439058"
"astral shield","58","[Sub] All Races

LV 58 WHM BLM RDM PLD DRK SMN BLU SCH GEO RUN","30000","1","0.0397909"
"astral signa","70","[Main] All Races
DPS: 525 
LV 70 SMN","90000","0","0"
"astral staff","71","[Main] All Races
DPS: 656 
LV 71 WAR MNK WHM BLM RDM BST BRD SMN SCH GEO","10000","0","0.0189743"
"Asura samue","99","[Body] All Races

LV 99 MNK SAM NIN","100000","6","0.108075"
"Asura samue +1","99","[Body] All Races

LV 99 MNK SAM NIN","800000","0","0"
"ataraxy earring","40","[Ear] All Races

LV 40 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0"
"athenienne","0","","10000","1","0.0340755"
"Atlaua's ring","67","[Finger] All Races

LV 67 BST","10000","1","0.0598462"
"Attila's earring","70","[Ear] All Races

LV 70 WAR PLD DRK BST SAM NIN","40000","0","0.214494"
"attuner","0","","2000","1","0.615112"
"attuner x12","0","","0","","0"
"audumbla hide","0","","5000","0","5.77627"
"augmenting belt","7","[Waist] All Races

LV 7 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","10000","0","0"
"augmenting earring","35","[Ear] All Races

LV 35 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","3000000","4","0.182719"
"aumoniere","73","[Ammo] All Races

LV 73 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","2","0.0266306"
"aura earring","31","[Ear] All Races

LV 31 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","0.023964"
"aura earring +1","31","[Ear] All Races

LV 31 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","20000","0","0.024345"
"aura ring","36","[Finger] All Races

LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0"
"aura ring +1","36","[Finger] All Races

LV 36 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","0","","0"
"aurora mantle","44","[Back] All Races

LV 44 WHM BLM RDM BRD RNG NIN SMN BLU PUP SCH GEO","10000","0","0.201942"
"aurora mantle +1","44","[Back] All Races

LV 44 WHM BLM RDM BRD RNG NIN SMN BLU PUP SCH GEO","85000","0","0.0165027"
"Aurorastorm schema","0","","40000","1","0.530891"
"aurore beret","78","[Head] All Races

LV 78 MNK THF BST RNG NIN BLU COR PUP DNC RUN","20000","1","2.43767"
"aurore brais","78","[Legs] All Races

LV 78 MNK THF BST RNG NIN BLU COR PUP DNC RUN","44500","0","2.36678"
"aurore doublet","78","[Body] All Races

LV 78 MNK THF BST RNG NIN BLU COR PUP DNC RUN","50000","0","2.99184"
"aurore gaiters","78","[Feet] All Races

LV 78 MNK THF BST RNG NIN BLU COR PUP DNC RUN","40000","0","1.68445"
"aurore gloves","78","[Hands] All Races

LV 78 MNK THF BST RNG NIN BLU COR PUP DNC RUN","40000","0","1.53883"
"austere cuffs","50","[Hands] All Races

LV 50 SMN","50000","0","0.277771"
"austere hat","50","[Head] All Races

LV 50 SMN","50000","2","0.456751"
"austere robe","50","[Body] All Races

LV 50 SMN","100000","0","0.632632"
"austere sabots","50","[Feet] All Races

LV 50 SMN","50000","2","0.226673"
"austere slops","50","[Legs] All Races

LV 50 SMN","50000","0","0.230787"
"austerity belt","76","[Waist] All Races

LV 76 WHM BLM RDM PLD DRK SMN BLU SCH GEO RUN","30000","1","0.456542"
"Auster's pearl","86","[Ear] All Races

LV 86 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","1550000","0","0"
"Auster's ring","80","[Finger] All Races

LV 80 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","50000","1","0.255483"
"Auster's staff","51","[Main] All Races
DPS: 590 
LV 51 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","100000","2","3.19831"
"auto-repair kit","0","","19500","3","0.0847945"
"auto-repair kit II","0","","20000","1","1.06499"
"auto-repair kit II x12","0","","0","0","0"
"auto-repair kit x12","0","","500000","0","0"
"avalon breastplate","71","[Body] All Races

LV 71 MNK THF PLD BST BRD RNG SAM PUP DNC","35000","4","0.339123"
"avalon shield","72","[Sub] All Races

LV 72 WHM BLM RDM SMN BLU SCH GEO","40000","2","0.108171"
"avant cuisses","96","[Legs] All Races

LV 96 WAR PLD DRK BST SAM DRG","10000","1","1.22924"
"avant cuisses +1","96","[Legs] All Races

LV 96 WAR PLD DRK BST SAM DRG","10000","0","1.67186"
"avant gauntlets","96","[Hands] All Races

LV 96 WAR PLD DRK BST SAM DRG","30000","0","0.834967"
"avant gauntlets +1","96","[Hands] All Races

LV 96 WAR PLD DRK BST SAM DRG","30000","0","1.93016"
"avant helm","96","[Head] All Races

LV 96 WAR PLD DRK BST SAM DRG","20000","0","0.409947"
"avant helm +1","96","[Head] All Races

LV 96 WAR PLD DRK BST SAM DRG","250000","0","0.190529"
"avant leggings","96","[Feet] All Races

LV 96 WAR PLD DRK BST SAM DRG","40000","2","0.505019"
"avant leggings +1","96","[Feet] All Races

LV 96 WAR PLD DRK BST SAM DRG","555000","0","0.312801"
"avant mail","96","[Body] All Races

LV 96 WAR PLD DRK BST SAM DRG","20000","1","0.697229"
"avant mail +1","96","[Body] All Races

LV 96 WAR PLD DRK BST SAM DRG","80000","0","0.847062"
"avatar belt","30","[Waist] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","1","0.0304131"
"avenger's die","0","","50000","1","0.128404"
"avenger's earring","42","[Ear] All Races

LV 42 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","10000","0","0.222887"
"aventurine","0","","1000","0","2.25032"
"aventurine x12","0","","1","0","0"
"avian remex","0","","5000","1","4.49259"
"avis","57","[Main] All Races
DPS: 687 
LV 57 WAR THF PLD DRK BRD RNG SAM NIN DRG COR PUP DNC","30000","1","0.294583"
"axe belt","30","[Waist] All Races

LV 30 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","5000","0","0.0265319"
"axe grip","65","[Sub] All Races

LV 65 WAR MNK WHM BLM RDM THF PLD DRK BST BRD RNG SAM NIN DRG SMN BLU COR PUP DNC SCH GEO RUN","15000","0","0.396308"
"azoth","74","[Main] All Races
DPS: 1000 
LV 74 THF DNC","40000","0","1.938"
"B.E.W. pitaru","0","","8000","1","2.02458"
"B.E.W. pitaru x12","0","","40000","1","5.00298"
"bachelor vest","73","[Body] All Races

LV 73 WAR RDM THF PLD DRK BST BRD RNG SAM NIN DRG BLU COR DNC RUN","30000","0","0.0126634"
"bag of apkallu fletchings","0","","1000","0","0"
"bag of apkallu fletchings x99","0","","4500","0","0.101493"
"bag of bird fletchings","0","","100","1","0"
"bag of bird fletchings x99","0","","4000","0","0.42363"
"bag of blk. chocobo fletchings","0","","500","0","0.0126525"
"bag of blk. chocobo fletchings x99","0","","6000","0","1.23344"
"bag of buckwheat flour","0","","1","0","0"
"bag of buckwheat flour x12","0","","12345","0","0"
"bag of cactus stems","0","","500","0","0.265673"
"bag of cactus stems x12","0","","10000","1","0.151703"
"bag of chocobo fletchings","0","","200","0","0.00951435"
"bag of chocobo fletchings x99","0","","5000","0","0.0967643"
"bag of coffee beans","0","","1","0","0"
"bag of coffee beans x12","0","","4000","0","0"
"bag of coffee cherries","0","","100","0","0"
"bag of coffee cherries x12","0","","2000","0","0.0628334"
"bag of colibri fletchings","0","","0","0","0"
"bag of colibri fletchings x99","0","","9000","0","0.076863"
"bag of cornstarch","0","","100","0","0"
"bag of cornstarch x12","0","","5000","0","0"
"bag of flower seeds","0","","1000","1","0"
"bag of flower seeds x12","0","","15000","0","0"
"bag of fruit seeds","0","","100","1","0.570914"
"bag of fruit seeds x12","0","","1000","1","0.473339"
"bag of giant bird fletchings","0","","3000","1","0"
"bag of giant bird fletchings x99","0","","50000","0","0.0857439"
"bag of gnat fletchings","0","","0","0","0"
"bag of gnat fletchings x99","0","","9000","1","0.122914"
"bag of grain seeds","0","","1000","1","0.281162"
"bag of grain seeds x12","0","","1000","0","1.3763"
"bag of herb seeds","0","","100","1","0.307552"
"bag of herb seeds x12","0","","1000","0","1.22262"
"bag of horo flour","0","","2000","0","0.010994"
"bag of horo flour x12","0","","1000","0",""
"bag of Imperial flour","0","","200","0","0.161274"
"bag of Imperial flour x12","0","","2000","0",""
"bag of Imperial rice","0","","1000","1","0"
"bag of Imperial rice x12","0","","10000","0","0"
"bag of insect fletchings","0","","500","0","0"
"bag of insect fletchings x99","0","","5000","2","0.763925"
"bag of La Theine millet","0","","4000","0","0.011529"
"bag of La Theine millet x12","0","","0","0",""
"bag of peapuk fletchings","0","","100","1","0"
"bag of peapuk fletchings x99","0","","100000","0","0"
"bag of poison flour","0","","500","1","0.283663"
"bag of poison flour x12","0","","5000","1",""
"bag of puk fletchings","0","","1","0","0"
"bag of puk fletchings x99","0","","7000","0","0.030517"
"bag of rye flour","0","","500","0","0.0173264"
"bag of rye flour x12","0","","10000","0",""
"bag of San d'Orian flour","0","","1000","1","2.36222"
"bag of San d'Orian flour x12","0","","1000","1",""
"bag of semolina","0","","1000","1","0"
"bag of semolina x12","0","","10000","0",""
"bag of simsim","0","","10000","3","0.0205942"
"bag of simsim x12","0","","3000","0","0.0192997"
"bag of tree cuttings","0","","1000","4","1.2349"
"bag of tree cuttings x12","0","","2000","2","3.60895"
"bag of tree saplings","0","","1000","5","1.7719"
